0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:24:13 +0530] "GET /Ebook-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:24:13 +0530] "GET /Ebook-App/login.jsp HTTP/1.1" 200 4838
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:24:19 +0530] "GET /Ebook-App/register.jsp HTTP/1.1" 200 5409
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:25:11 +0530] "POST /Ebook-App/register HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:25:11 +0530] "GET /Ebook-App/register.jsp HTTP/1.1" 200 5513
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:10 +0530] "POST /Ebook-App/register HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:10 +0530] "GET /Ebook-App/register.jsp HTTP/1.1" 200 5503
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:15 +0530] "GET /Ebook-App/login.jsp HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:32 +0530] "POST /Ebook-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:32 +0530] "GET /Ebook-App/index.jsp HTTP/1.1" 200 11438
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:32 +0530] "GET /Ebook-App/book/C++%20Programming.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:32 +0530] "GET /Ebook-App/book/C%20Programming.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:32 +0530] "GET /Ebook-App/book/english.png HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:32 +0530] "GET /Ebook-App/book/Data%20Structure.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:32 +0530] "GET /Ebook-App/book/Java%20Programming.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:46 +0530] "GET /Ebook-App/cart?bid=18&&uid=6 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:47 +0530] "GET /Ebook-App/all_new_book.jsp HTTP/1.1" 200 7964
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:47 +0530] "GET /Ebook-App/book/Operating%20System.png HTTP/1.1" 200 72965
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:54 +0530] "GET /Ebook-App/cart?bid=16&&uid=6 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:26:54 +0530] "GET /Ebook-App/all_new_book.jsp HTTP/1.1" 200 7964
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:27:09 +0530] "GET /Ebook-App/cart?bid=15&&uid=6 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:27:09 +0530] "GET /Ebook-App/all_new_book.jsp HTTP/1.1" 200 7964
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:27:15 +0530] "GET /Ebook-App/checkout.jsp HTTP/1.1" 200 7899
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:27:39 +0530] "POST /Ebook-App/order HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:27:40 +0530] "GET /Ebook-App/order_success.jsp HTTP/1.1" 200 4057
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:27:47 +0530] "GET /Ebook-App/order.jsp HTTP/1.1" 200 4788
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:27:56 +0530] "GET /Ebook-App/login.jsp HTTP/1.1" 200 4821
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:08 +0530] "GET /Ebook-App/checkout.jsp HTTP/1.1" 200 7899
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:33 +0530] "GET /Ebook-App/index.jsp HTTP/1.1" 200 11438
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:33 +0530] "GET /Ebook-App/book/C%20Programming.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:33 +0530] "GET /Ebook-App/book/C++%20Programming.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:33 +0530] "GET /Ebook-App/book/Data%20Structure.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:33 +0530] "GET /Ebook-App/book/Java%20Programming.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:33 +0530] "GET /Ebook-App/book/english.png HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:40 +0530] "GET /Ebook-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:40 +0530] "GET /Ebook-App/login.jsp HTTP/1.1" 200 4838
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:43 +0530] "GET /Ebook-App/login.jsp HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:49 +0530] "POST /Ebook-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:49 +0530] "GET /Ebook-App/admin/home.jsp HTTP/1.1" 200 4793
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:28:53 +0530] "GET /Ebook-App/admin/order.jsp HTTP/1.1" 200 6827
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:10 +0530] "GET /Ebook-App/admin/home.jsp HTTP/1.1" 200 4793
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:12 +0530] "GET /Ebook-App/admin/order.jsp HTTP/1.1" 200 6827
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:14 +0530] "GET /Ebook-App/admin/home.jsp HTTP/1.1" 200 4793
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:15 +0530] "GET /Ebook-App/admin/all_books.jsp HTTP/1.1" 200 7614
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:15 +0530] "GET /Ebook-App/book/C%20Programming2 HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:15 +0530] "GET /Ebook-App/book/English%20Book3 HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:15 +0530] "GET /Ebook-App/book/Operating%20System HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:15 +0530] "GET /Ebook-App/book/Java%20Programming HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:15 +0530] "GET /Ebook-App/book/Data%20Structure HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:15 +0530] "GET /Ebook-App/book/C++%20Programming HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:15 +0530] "GET /Ebook-App/book/C%20Programming HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:19 +0530] "GET /Ebook-App/admin/home.jsp HTTP/1.1" 200 4793
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:21 +0530] "GET /Ebook-App/admin/logout.jsp HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:22 +0530] "GET /Ebook-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Sep/2023:18:29:22 +0530] "GET /Ebook-App/login.jsp HTTP/1.1" 200 4838
